image_names,u [mm],Fh [kN]
LS41_to_LS42_RS3_0047,6.993449772,26.29
LS41_to_LS42_RS3_0048,7.406679714,26.9
LS41_to_LS42_RS3_0049,7.81954612,27.37
LS41_to_LS42_RS3_0050,8.233231101,27.86
LS41_to_LS42_RS3_0051,8.649442321,28.31
LS41_to_LS42_RS3_0052,9.066926767,28.78
LS41_to_LS42_RS3_0053,9.481709603,29.15
LS41_to_LS42_RS3_0054,9.902672878,29.48
LS41_to_LS42_RS3_0055,10.332806,29.77
LS41_to_LS42_RS3_0056,10.76057934,29.84
LS41_to_LS42_RS3_0057,11.18725921,29.94
LS41_to_LS42_RS3_0058,11.61836781,30
LS41_to_LS42_RS3_0059,12.04107812,30.17
LS41_to_LS42_RS3_0060,12.45988111,30.25
LS41_to_LS42_RS3_0061,12.8983835,30.3
LS41_to_LS42_RS3_0062,13.33115383,30.39
LS41_to_LS42_RS3_0063,13.51472823,29.75
LS42_to_LS43_RS3_0001,13.543688,25.91
LS42_to_LS43_RS3_0002,13.24204222,20.64
LS42_to_LS43_RS3_0003,12.87325093,17.41
LS42_to_LS43_RS3_0004,12.50028058,14.89
LS42_to_LS43_RS3_0005,12.11546813,12.79
LS42_to_LS43_RS3_0006,11.7248072,10.95
LS42_to_LS43_RS3_0007,11.34586922,9.278
LS42_to_LS43_RS3_0008,10.96878693,7.784
LS42_to_LS43_RS3_0009,10.58195497,6.54
LS42_to_LS43_RS3_0010,10.20392041,5.27
LS42_to_LS43_RS3_0011,9.813346591,4.031
LS42_to_LS43_RS3_0012,9.426143552,2.817
LS42_to_LS43_RS3_0013,9.042650273,1.662
LS42_to_LS43_RS3_0014,8.657897546,0.551
LS42_to_LS43_RS3_0015,8.268775454,-0.512
LS42_to_LS43_RS3_0016,7.885172789,-1.536
LS42_to_LS43_RS3_0017,7.505299212,-2.504
LS42_to_LS43_RS3_0018,7.122427212,-3.41
LS42_to_LS43_RS3_0019,6.724129353,-4.258
LS42_to_LS43_RS3_0020,6.32437714,-5.101
LS42_to_LS43_RS3_0021,5.932017557,-5.887
LS42_to_LS43_RS3_0022,5.532660027,-6.639
LS42_to_LS43_RS3_0023,5.136430734,-7.366
LS42_to_LS43_RS3_0024,4.737466432,-8.071
LS42_to_LS43_RS3_0025,4.336037283,-8.733
LS42_to_LS43_RS3_0026,3.937516411,-9.349
LS42_to_LS43_RS3_0027,3.534127875,-9.93
LS42_to_LS43_RS3_0028,3.14183413,-10.15
LS42_to_LS43_RS3_0029,2.738694298,-10.76
LS42_to_LS43_RS3_0030,2.346359596,-11.41
LS42_to_LS43_RS3_0031,1.951460557,-12.07
LS42_to_LS43_RS3_0032,1.550456382,-12.74
LS42_to_LS43_RS3_0033,1.157239027,-13.4
LS42_to_LS43_RS3_0034,0.758258487,-14.05
LS42_to_LS43_RS3_0035,0.366808028,-14.73
LS42_to_LS43_RS3_0036,-0.033195981,-15.4
LS42_to_LS43_RS3_0037,-0.43368141,-16.09
LS42_to_LS43_RS3_0038,-0.827412086,-16.74
LS42_to_LS43_RS3_0039,-1.231323236,-17.38
LS42_to_LS43_RS3_0040,-1.624946899,-18.05
LS42_to_LS43_RS3_0041,-2.025738339,-18.56
LS42_to_LS43_RS3_0042,-2.416315387,-19.25
LS42_to_LS43_RS3_0043,-2.823288653,-19.82
LS42_to_LS43_RS3_0044,-3.220763027,-20.43
LS42_to_LS43_RS3_0045,-3.614556576,-20.92
LS42_to_LS43_RS3_0046,-4.016008114,-21.52
LS42_to_LS43_RS3_0047,-4.418042954,-22.09
LS42_to_LS43_RS3_0048,-4.819808818,-22.65
LS42_to_LS43_RS3_0049,-5.214748218,-23.18
LS42_to_LS43_RS3_0050,-5.614841964,-23.77
LS42_to_LS43_RS3_0051,-6.023499695,-24.27
LS42_to_LS43_RS3_0052,-6.422187184,-24.78
LS42_to_LS43_RS3_0053,-6.835577687,-25.28
LS42_to_LS43_RS3_0054,-7.244184253,-25.68
LS42_to_LS43_RS3_0055,-7.650811481,-26.11
LS42_to_LS43_RS3_0056,-8.060229734,-26.49
LS42_to_LS43_RS3_0057,-8.468121668,-26.81
LS42_to_LS43_RS3_0058,-8.882034716,-27
LS42_to_LS43_RS3_0059,-9.297411866,-27.18
LS42_to_LS43_RS3_0060,-9.715655959,-27.36
LS42_to_LS43_RS3_0061,-10.12647271,-27.53
LS42_to_LS43_RS3_0062,-10.54456501,-27.74
LS42_to_LS43_RS3_0063,-10.9622221,-27.93
LS42_to_LS43_RS3_0064,-11.38091531,-28.05
LS42_to_LS43_RS3_0065,-11.79502767,-28.15
LS42_to_LS43_RS3_0066,-12.22516653,-28.23
LS42_to_LS43_RS3_0067,-12.6464024,-28.22
LS42_to_LS43_RS3_0068,-13.06902861,-28.25
LS42_to_LS43_RS3_0069,-13.37977513,-27.04
LS43_to_LS44_RS3_0001,-13.40253467,-23.41
LS43_to_LS44_RS3_0002,-13.16251579,-18.83
LS43_to_LS44_RS3_0003,-12.78594201,-15.74
LS43_to_LS44_RS3_0004,-12.40241819,-13.31
LS43_to_LS44_RS3_0005,-11.99789998,-11.32
LS43_to_LS44_RS3_0006,-11.61219819,-9.591
LS43_to_LS44_RS3_0007,-11.2093912,-8.063
LS43_to_LS44_RS3_0008,-10.81860517,-6.688
LS43_to_LS44_RS3_0009,-10.416296,-5.517
LS43_to_LS44_RS3_0010,-10.02144139,-4.438
LS43_to_LS44_RS3_0011,-9.617943091,-3.516
LS43_to_LS44_RS3_0012,-9.205275213,-2.665
LS43_to_LS44_RS3_0013,-8.80579525,-1.878
LS43_to_LS44_RS3_0014,-8.391451256,-1.154
LS43_to_LS44_RS3_0015,-7.987369955,-0.3669
LS43_to_LS44_RS3_0016,-7.573779163,0.3641
LS43_to_LS44_RS3_0017,-7.164286834,1.087
LS43_to_LS44_RS3_0018,-6.75700269,1.804
LS43_to_LS44_RS3_0019,-6.356588839,2.542
LS43_to_LS44_RS3_0020,-5.9477716,3.23
LS43_to_LS44_RS3_0021,-5.535497144,3.885
LS43_to_LS44_RS3_0022,-5.120722774,4.593
LS43_to_LS44_RS3_0023,-4.706873617,5.294
LS43_to_LS44_RS3_0024,-4.284382875,6.035
LS43_to_LS44_RS3_0025,-3.871309595,6.837
LS43_to_LS44_RS3_0026,-3.453793588,7.598
LS43_to_LS44_RS3_0027,-3.031986424,8.406
LS43_to_LS44_RS3_0028,-2.615454247,9.25
LS43_to_LS44_RS3_0029,-2.196232758,10.11
LS43_to_LS44_RS3_0030,-1.772213901,10.97
LS43_to_LS44_RS3_0031,-1.343963253,11.87
LS43_to_LS44_RS3_0032,-0.918073532,12.77
LS43_to_LS44_RS3_0033,-0.493817437,13.59
LS43_to_LS44_RS3_0034,-0.062857094,14.49
LS43_to_LS44_RS3_0035,0.367150131,15.39
LS43_to_LS44_RS3_0036,0.796431231,16.35
LS43_to_LS44_RS3_0037,1.230340853,17.04
LS43_to_LS44_RS3_0038,1.665573985,17.87
LS43_to_LS44_RS3_0039,2.10112428,18.67
LS43_to_LS44_RS3_0040,2.554336394,19.62
LS43_to_LS44_RS3_0041,3.001554245,20.51
LS43_to_LS44_RS3_0042,3.447405265,21.35
LS43_to_LS44_RS3_0043,3.89252851,22.06
LS43_to_LS44_RS3_0044,4.340440854,22.75
LS43_to_LS44_RS3_0045,4.799649489,23.44
LS43_to_LS44_RS3_0046,5.24854611,24.02
LS43_to_LS44_RS3_0047,5.701884106,24.41
LS43_to_LS44_RS3_0048,6.157668989,24.87
LS43_to_LS44_RS3_0049,6.618141023,25.3
LS43_to_LS44_RS3_0050,7.08218843,25.64
LS43_to_LS44_RS3_0051,7.548632775,25.85
LS43_to_LS44_RS3_0052,8.032212972,26.15
LS43_to_LS44_RS3_0053,8.493511767,26.21
LS43_to_LS44_RS3_0054,8.947545986,26.29
LS43_to_LS44_RS3_0055,9.420785987,26.38
LS43_to_LS44_RS3_0056,9.903798362,26.2
LS43_to_LS44_RS3_0057,10.38839711,26.01
LS43_to_LS44_RS3_0058,10.87193102,25.63
LS43_to_LS44_RS3_0059,11.40310535,25.34
LS43_to_LS44_RS3_0060,11.90118838,25.03
LS43_to_LS44_RS3_0061,12.42892681,24.59
LS43_to_LS44_RS3_0062,12.97455864,23.88
LS43_to_LS44_RS3_0063,13.52359524,23.57
LS43_to_LS44_RS3_0064,14.07614433,22.83
LS43_to_LS44_RS3_0065,14.71765605,20.69
LS43_to_LS44_RS3_0066,15.5615073,20.37
LS43_to_LS44_RS3_0067,16.18398671,19.34
LS43_to_LS44_RS3_0068,16.91558616,17.95
LS43_to_LS44_RS3_0069,17.78121206,16.27
LS43_to_LS44_RS3_0070,18.85070643,13.28
LS43_to_LS44_RS3_0071,20.49774887,9.244
LS43_to_LS44_RS3_0072,22.07440283,7.647
